Identifier, Size, m5, p2, p4, p1, m6, p5, m1, m2, m3, m4, p3, p6
ydiQ, 683.7, 46750:2:3:0.958763, 21250:2:2:1, , 13250:1:1:0, , , 21250:3:4:0.40625, 9250:1:1:0, 38750:1:1:0, , 46250:1:1:0, 28250:3:4:0.0449438;35250:1:1:0;9250:2:2:1
ydiR, 738.7, , , , , , , 22250:1:1:0, , , 13250:1:1:0, , 20250:2:2:1;37750:1:1:0;31250:3:4:0.10989;32250:3:3:0.850575;14750:1:1:0
ydiS, 1038.3, , , , , , , 37250:3:3:0.464286;21250:3:4:0.428571, , 56750:1:1:0, 56750:1:1:0, , 45250:3:3:0.880435
ydiT, 229.3, , , , , , , , , , , , 32250:2:3:0.934959
ydiU, 1171.7, , , , , , , 32250:1:1:0, , , 22250:2:2:1;19750:2:2:1, 9750:1:1:0, 45250:1:1:0.00775194
ydiV, 532.7, , , , , , , , , , , 15250:1:1:0, 5250:2:2:1
ydiY, 685.3, , , , , , , 26750:1:1:0, 26250:2:3:0.977273, 30250:1:1:0, 34750:3:3:0.814815, 17250:1:4:0;32250:2:3:1, 44250:3:4:0.0446429;750:1:1:0
ydiZ, 329.3, , , , , , , 52250:3:3:0.47619, , , , 32250:1:1:0, 35250:1:1:0;23250:1:1:0
ydjA, 525.7, , , , , , , , 19250:1:4:0, , , , 
ydjC, 594.0, , , , , , , 32750:1:1:0, , , 55750:1:1:0;26750:2:2:0.975;56250:1:1:0, 5750:1:1:0;49750:2:3:1, 750:1:1:0;32750:3:4:0.0588235;18750:1:1:0.010101
ydjE, 1177.3, , , , , , , 38250:1:1:0, , , 56750:1:1:0;12750:1:1:0, 42250:1:1:0;10250:1:1:0.0689655, 61750:3:6:0.37415;14250:2:2:1;9250:1:1:0.0151515;61750:3:6:0.185841;23750:1:1:0
ydjF, 702.3, , , , , , , 49750:1:1:0, , , , 34250:1:1:0, 54250:1:1:0
ydjG, 779.7, , , , , , , 32250:3:3:0.769231, 19750:3:3:0.804878, , 30750:1:1:0, , 54250:3:6:0.704348
ydjH, 756.3, , , , , , , 40250:1:1:0;58750:3:6:0.215054;26250:2:2:1, , , 35750:1:1:0;51250:1:1:0, , 36250:1:1:0;49750:1:1:0
ydjI, 694.0, , , , , , , 39750:1:1:0, , , 30250:1:1:0, 22250:1:1:0;23250:1:4:0, 
ydjJ, 851.0, , , , , 16750:3:4:0.0666667, , 39250:1:1:0, , , 35250:1:1:0, , 24750:1:1:0
ydjK, 1115.0, , , , 17750:1:1:0, , , , 15750:1:1:0, , 26750:1:1:0;37750:1:1:0, , 8250:1:1:0;41750:1:1:0
ydjL, 946.3, , , , , , , 44750:3:4:0.415584;41250:3:4:0.346667;38750:3:3:0.605634;32250:3:3:0.591549, , 41250:2:2:0.929825, , , 49750:1:1:0;14250:1:1:0
ydjM, 554.7, 41250:1:1:0, 57750:3:5:0.617647, , , , 37750:3:4:0.351351, , 43750:2:3:0.974026, , , 40750:1:1:0;7250:2:2:1, 41750:3:4:0.0526316;6750:1:1:0;55250:1:1:0
ydjN, 1127.3, , 32750:1:1:0, , , , , , , , 45250:3:3:0.650794;52750:3:3:0.632653, 12250:1:1:0;53250:2:3:1, 31750:1:1:0;14250:1:1:0;54750:1:1:0;6750:1:1:0
ydjO, 741.0, , , , , 38250:3:3:0.898734, , 44750:3:4:0.477273;25250:2:2:1, 17750:1:1:0, 56750:3:5:0.876543, , , 16250:1:1:0;43750:1:1:0;42250:1:1:0
ydjQ, 776.3, , , , , , , 45250:1:1:0;32250:3:3:0.479167;35750:1:1:0, 19250:1:1:0, , , , 60250:3:4:0.0819672;35750:1:1:0;6250:1:1:0
ydjR, 514.7, , , , , , , 52250:1:1:0;55250:1:1:0;50250:1:1:0, 20250:2:3:1, , 18250:2:2:1;35750:1:1:0;15750:2:2:1, , 
ydjX, 631.7, , , , , , , , 40750:1:1:0, 43750:1:1:0, , 12250:2:2:1;25750:1:4:0, 15750:1:1:0.0075188
ydjZ, 639.7, , , , , , , 30750:3:3:0.425532, , 53750:1:1:0, 34750:1:1:0;14750:2:2:1, 18250:1:1:0, 43750:3:3:0.915254;27750:1:1:0
yeaA, 418.3, , , , , , , , 24250:1:4:0.04, 41250:1:1:0.0108696;32250:1:1:0.010989, 45250:3:3:0.727273, , 
yeaB, 435.3, , , , , , , , , 48250:1:1:0, 22250:1:1:0;32750:1:1:0, , 51250:1:1:0;25750:1:1:0
yeaC, 254.3, , , , , , , , , , , , 
yeaD, 765.0, , , , , , , 54250:1:1:0, , , , , 34250:1:1:0;30250:1:1:0;38750:1:1:0
yeaE, 759.3, , , , , , , 53750:3:4:0.395349, , 57750:1:1:0.00854701, 25750:2:2:1, 56250:1:1:0, 5250:2:2:1;19750:2:2:1;41250:1:1:0
yeaG, 1510.7, , , , , , , 32250:1:1:0;41750:1:1:0, 7750:2:3:1, 36250:1:1:0;53750:1:1:0;45250:1:1:0, 35250:1:1:0, 27250:2:3:1;4750:2:2:1;37750:1:1:0, 750:1:1:0;3250:1:1:0;41250:1:1:0;53250:3:6:0.714286
yeaH, 1104.0, , , , , , , , 27750:1:1:0, 56250:2:2:0.943182, 3750:3:4:0.4, , 50750:1:1:0;10250:1:1:0;26250:1:1:0;4750:2:2:0.992308
yeaI, 1251.7, , , , 53250:1:1:0, , , 28250:3:3:0.580247, 20750:1:4:0;7750:1:4:0;20250:2:3:0.957447, 41250:3:5:0.118881;56750:3:5:0.0188679;38750:1:1:0.075188, 34750:1:1:0;45250:3:3:0.617647;35750:1:1:0;17750:2:2:0.95122, 10750:1:1:0, 18250:1:1:0;11750:3:3:0.892308;26750:1:1:0;35750:1:1:0;34250:1:1:0;35750:1:1:0;13250:1:1:0;60250:3:4:0.0754717;52750:3:6:0.69
yeaJ, 1262.7, , , , 14250:1:1:0, , , 58250:3:6:0.44186, 13250:2:3:0.970588;12250:1:1:0;10250:2:2:1, , 45750:3:3:0.564103, 4750:2:2:1, 1750:1:1:0;21750:2:2:0.97541;15250:2:2:1
yeaK, 425.3, , , , , , , 47250:3:4:0.434783, 24250:1:4:0;22250:1:4:0, , , 13750:2:2:1, 9250:1:1:0;15250:2:2:1;1250:1:1:0;53750:3:6:0.643678
yeaL, 392.3, , , , , , 16750:1:1:0, , , , , , 4250:2:2:1
yeaM, 708.0, , , , , , , , , , 34750:1:1:0, 20750:1:4:0.0454545, 
yeaN, 874.3, , , , , , , 32750:1:1:0, 24250:1:4:0;2750:1:1:0;36250:2:3:0.952381, , 33250:1:1:0, 47250:1:1:0, 50250:1:1:0.00869565;28750:1:1:0
yeaO, 323.0, , , , , , , , , 40750:1:1:0.0581395, 38250:3:3:0.586957, , 9250:1:1:0;39250:1:1:0;26750:1:1:0;37750:1:1:0;32750:3:4:0.136986
yeaP, 877.0, , , , , , , , , , , 21250:1:4:0, 16750:1:1:0.00641026;20250:2:2:1
yeaQ, 299.7, , , , , , , 44750:3:4:0.527273, , , , 15250:1:1:0.047619, 19750:2:2:0.988372
yeaR, 196.7, , , , , , , , , 49250:1:1:0, , , 4750:2:2:0.992537
yeaS, 607.7, , , , 28750:1:1:0, 31750:3:3:0.902913, , 51250:1:1:0, , , , 15250:1:4:0, 
yeaT, 815.3, , , , , , , , , , 51250:1:1:0, 21250:2:3:1, 10750:1:1:0
yeaU, 844.3, 40750:2:3:0.967213, , , , , , 50250:3:3:0.555556;44750:3:4:0.415094;58750:3:6:0.333333, , , 19250:1:1:0;29250:1:1:0;50250:3:4:0.333333, , 16250:1:1:0;22250:1:1:0.00775194
yeaV, 1193.3, , , , , , , 27750:1:1:0, 12750:1:4:0.0714286;8750:1:4:0, , 58750:3:6:0.0740741;43750:1:1:0, 29750:1:1:0;16250:1:1:0;43750:2:3:1, 6750:1:1:0.00813008;50250:1:1:0.00806452
yeaW, 917.3, , , , , , , , , , , , 35250:3:3:0.895161;39250:3:4:0.135135
yeaX, 804.0, , , , , , , , 18250:1:1:0, , 26250:2:2:1, , 10750:2:2:1;35250:1:1:0
yeaY, 482.3, , , , , , , , 19250:1:4:0.025641, , 53750:1:1:0, 29750:2:3:1, 6750:1:1:0.020202
yeaZ, 594.7, , , , , , , 55250:1:1:0, , , , , 
yebA, 1045.3, , 23250:1:1:0, , , , , 49250:1:1:0.0153846, 23750:1:4:0.0392157, , 57250:3:6:0.185185;45250:1:1:0;48750:1:1:0;53250:3:3:0.772727, , 5250:2:2:1;61250:3:6:0.25
yebB, 565.7, , , , , , , , , , 12750:2:2:1, , 
yebC, 617.0, , , , , , , , , , 7250:2:2:1, 24750:2:3:1, 15750:1:1:0;25750:1:1:0;48250:3:4:0.102564
yebE, 614.3, , , , , , , , 9250:1:1:0, , 23250:1:1:0, , 
yebF, 338.7, , , , , , , 51750:1:1:0;21250:3:4:0.408451, , , , , 
yebG, 329.7, , , , , , , , , 52250:1:1:0, , , 13750:1:1:0
yebK, 767.0, 16750:1:1:0, 56250:3:5:0.08, , 36750:1:1:0, , , 30750:1:1:0;54250:3:4:0.417722;58750:1:6:0.0166667;46250:1:1:0, 13250:3:6:0.794872, 56250:3:5:0.891304, , 24250:1:1:0;23750:1:1:0;20750:1:1:0;22250:2:3:0.954545, 36250:3:3:0.912088;6750:1:1:0;43750:3:4:0.0694444;54250:1:1:0.01
yebN, 526.0, , , , , , , , , , , 17250:1:4:0, 8250:1:1:0;42750:3:4:0.0540541
yebO, 304.3, , , , , , , , 19250:1:4:0, 43250:1:1:0, 54750:1:1:0, , 7250:1:1:0;13750:1:1:0
yebQ, 1090.0, , , , , , , 32250:1:1:0;43750:3:4:0.324324, 20250:1:1:0, 47250:1:1:0, 26250:1:1:0, 41250:1:1:0;9750:2:2:1, 7250:1:1:0;30750:1:1:0;750:1:1:0.010101;30750:3:3:0.910891
yebR, 506.3, , , , , , , 53750:1:1:0, 15250:1:1:0, , 34750:1:1:0, 43250:1:1:0, 20250:2:2:1
yebS, 981.3, , , , , , , 53750:3:4:0.477612, 9250:1:1:0, 47750:2:2:0.90411, 55750:3:6:0.604167, 14750:1:1:0;11250:2:2:0.192308, 34750:3:3:0.912;32250:3:3:0.926471
yebT, 1964.0, , , , , , , , 17750:1:4:0.04, 45750:1:1:0;40250:3:5:0.0927152, 39750:1:1:0;56750:1:1:0, 34250:1:1:0;8250:1:1:0, 19250:1:1:0.0176991;35750:1:1:0;34750:1:1:0;35250:1:1:0;54250:3:6:0.71831
yebU, 1185.0, , , , , , , , 19750:2:3:1;18750:1:4:0, , , , 42750:1:1:0;36750:1:1:0;41250:1:1:0
yebV, 285.0, , , , , , , 49250:3:4:0.5;51750:1:1:0, 5750:2:3:0.933333, 48250:2:2:0.940299, , , 
yebW, 254.0, , , , , , , 48750:1:1:0, , , , 18250:1:4:0, 
yebY, 280.3, , , , 9250:2:2:0.888889, , , , , , , , 20250:2:2:1
yebZ, 691.0, , , , , , , , 23750:1:4:0.0344828, 35250:2:2:1;43250:1:1:0;50750:2:2:0.857143, 34250:1:1:0, 9750:1:1:0.0285714, 16750:1:1:0;33250:1:1:0.0434783
yecA, 609.3, , , , , , , , 4250:1:4:0;9750:1:4:0.0517241, , , 15750:1:1:0.0416667;8250:1:1:0, 32750:3:4:0.0526316;34250:1:1:0
yecD, 534.3, , , , , , , , , , , 15750:1:1:0;34250:1:1:0, 30750:1:1:0;13750:1:1:0
yecE, 625.3, , , , 7750:2:2:1, , , 49250:1:1:0;30250:3:3:0.392157;53750:3:4:0.404255;51750:1:1:0, , , 37750:1:1:0;26250:1:1:0;18750:1:1:0, , 8250:2:2:1;14750:1:1:0
yecG, 436.3, , , , , , , , 30250:1:1:0, , 14750:2:2:0.984615, , 
yecH, 290.3, , , , , , , , , , , 14250:2:2:1, 750:1:1:0
yecI, 496.0, , , , , , , 35250:1:1:0, , , 26250:2:2:1, , 30750:1:1:0;13750:1:1:0.00892857
yecJ, 300.0, , , , , , , , , , , , 29250:1:1:0
yecM, 538.0, , , , , , , , , , 30250:1:1:0, , 
yecN, 359.7, , , , 31750:1:1:0, , , , , , , 32750:2:3:1, 750:1:1:0;20250:2:2:0.990909
yecO, 617.0, , , , , , , , , 56750:3:5:0.914634, 48250:1:1:0;9750:1:1:0, 13250:1:1:0, 
yecP, 744.0, , , , , , , , , , , 46250:1:1:0, 6250:2:2:1;45250:3:4:0.0854701;45250:3:4:0.088;24750:2:2:1
yecR, 347.7, , , , , , , , 23250:1:1:0, , , 15250:1:1:0;19250:2:3:1, 1250:1:1:0;33250:1:1:0
yecT, 488.0, , , , , , , , 3250:2:2:0.982143, , 33750:1:1:0, , 7750:1:1:0;60750:3:6:0.0208333
yedU, 502.0, , , , , , , , 5750:1:4:0, , 26250:2:2:1, , 23750:1:1:0;34750:1:1:0.00769231
yedV, 1078.3, , , , , , 35750:3:3:0.650602, 21250:3:4:0.369863;29750:3:3:0.641509, 21250:1:1:0, 54750:1:1:0;28250:1:1:0, , 31250:1:1:0;26750:1:1:0, 20250:2:2:1;8750:1:1:0;11750:1:1:0.0107527
yedW, 628.3, , , , , , , 6250:2:2:1, , 44250:2:2:0.952381, , , 40750:3:3:0.913043
yedX, 355.0, , , , , , , 28250:3:4:0.392405, , , 29250:1:1:0, , 19750:1:1:0
yedY, 867.7, , , , , , , 46250:1:1:0;53750:1:1:0, , , 55250:1:1:0;26250:1:1:0, 11750:2:2:1, 7750:1:1:0;9250:2:2:1;18250:1:1:0
yedZ, 479.0, , , , , , , , , , , , 15250:2:2:1;23750:1:1:0;4750:2:2:1
yeeA, 936.0, , , , , , , 32250:3:3:0.41791;32750:3:3:0.567568, 53250:1:1:0;6750:1:4:0, 37750:1:1:0, 16750:3:3:0.686275, 16750:1:1:0;23250:1:4:0;43750:1:1:0, 44250:3:4:0.0471698;11750:1:1:0
yeeD, 195.7, , , , , , , , , , , , 
yeeE, 933.7, , , , , , , 53750:1:1:0;54250:1:1:0;30250:1:1:0, 39750:1:1:0, , , 9750:1:1:0;53250:3:6:0.222222;30750:2:2:0.923077, 750:1:1:0
yeeF, 1167.0, 26750:2:3:0.910345, 32250:1:1:0;29750:2:2:1;20250:1:1:0;27250:2:2:1, , 34750:1:1:0;33750:1:1:0, 12250:2:3:1, , 38250:3:3:0.558442;38250:1:1:0;32250:1:1:0;37250:1:1:0;50250:1:1:0;56250:1:1:0, 8750:1:4:0, 42250:1:1:0;43250:1:1:0, , 14750:1:1:0;39750:1:1:0, 33250:1:1:0;19750:1:1:0.00787402;5750:1:1:0;14750:1:1:0;37750:1:1:0
yeeI, 716.0, , , , 17750:2:3:1;15750:1:1:0, , , 49750:1:1:0, , 34250:1:1:0, , , 16750:1:1:0.00729927;11250:2:2:1
yeeJ, 5539.0, 56250:3:4:0.0545455, , , , 46750:3:3:0.881579, , 41250:3:3:0.606061;58750:3:6:0.430233;29250:3:3:0.591549;53750:3:4:0.362319;31250:3:4:0.285714;33250:1:1:0;42250:3:4:0.36;35750:1:1:0;32750:1:1:0, 11750:2:3:0.977273;54250:1:1:0;54250:1:1:0;37250:1:1:0;8750:1:1:0;43750:1:1:0;39750:1:1:0;13750:1:4:0.0128205, 52750:1:1:0;47250:1:1:0;38750:1:1:0.016;38250:1:1:0;53250:1:1:0.00840336;53250:1:1:0;34750:1:1:0, 36750:3:3:0.888889;53750:1:1:0;38250:1:1:0;9750:1:1:0;34250:3:4:0.304878;18250:1:1:0;42750:1:1:0;56250:3:4:0.2, 23250:1:4:0;37250:2:3:1;40750:1:1:0;20750:1:1:0;35250:2:3:1;27750:1:1:0;39750:1:1:0;3750:2:2:1;11250:1:1:0;38250:1:1:0.0363636, 17250:2:2:1;750:1:1:0;25250:1:1:0.00917431;34750:1:1:0;37250:1:1:0.00854701;42750:1:1:0;46750:3:3:0.883408;42750:3:4:0.0703125;51750:1:1:0.00757576;13750:1:1:0;7750:1:1:0;33750:3:3:0.888889;8750:1:1:0.00636943;47750:1:1:0;1750:1:1:0;38250:3:4:0.702381
yeeN, 656.0, , , , , , , 32250:1:1:0, 17250:2:3:0.923077, 43750:1:1:0, 19250:2:2:0.933333, , 
yeeO, 1313.0, , , , , , , 27750:1:1:0, 7750:1:4:0.0576923, , , 19250:1:4:0;19250:1:4:0;9750:1:1:0;57750:3:6:0.0769231;8250:1:1:0, 53750:3:6:0.116667;9750:1:1:0;17750:3:3:0.898148;22750:1:1:0;42250:3:4:0.056;43750:3:4:0.0403226
yeeR, 2001.7, , , , 4750:2:2:0.934783, , , 40750:3:3:0.597403;35250:1:1:0;33250:1:1:0;31250:1:1:0, 8750:1:1:0;10250:2:3:1;5750:2:2:1, 50250:1:1:0;37250:2:2:1, 53250:3:3:0.77907;42250:1:1:0;44250:1:1:0;40250:3:4:0.28;34750:1:1:0.0123457, 36750:1:1:0;18250:1:1:0, 39250:3:4:0.0818182;19750:1:1:0.00699301;49250:3:6:0.708571;27250:3:4:0.044586;45250:1:1:0;42750:1:1:0
yeeS, 8.0, , , , , , , , , , , , 8250:1:1:0
yeeT, 171.0, , , , , , , , , , 54250:1:1:0.0289855, , 
yeeU, 848.0, , , , 4750:2:2:0.9375, , , 56250:3:4:0.329412, 14250:1:4:0;16250:1:1:0;24250:1:1:0;19750:2:2:1, 37750:3:5:0.08, 38250:1:1:0;21250:2:2:0.962963;32750:1:1:0;56750:3:6:0.153846, 18750:1:4:0;14250:2:2:1;4750:2:2:0.884615, 15750:1:1:0;750:1:1:0;44250:1:1:0;59750:3:4:0.0571429;31750:1:1:0;10750:1:1:0
yeeV, 268.0, , , , , , , 29250:1:1:0;37750:1:1:0;48250:1:1:0, , , , , 
yeeV_2, 135.0, , , , , , , , , , , , 
yeeW, 181.0, , , , , , , , , , 48250:3:4:0.324324, , 29250:3:4:0.0673077;9250:1:1:0
yeeX, 408.0, , , , , , , , 4750:1:1:0, , , , 
yeeY, 768.7, , , , , , , 55750:3:3:0.6875;57750:3:6:0.097561, 26250:1:1:0, 43250:2:2:0.929825, 32750:1:1:0;55250:3:4:0.15;58750:3:6:0.140351, 23750:2:3:1;10750:1:1:0, 37250:2:3:0.980583;18750:1:1:0;6750:1:1:0;42750:1:1:0
yeeZ, 731.7, , , , , , , 38750:3:4:0.428571;53250:3:4:0.325397, 15250:1:1:0, 48750:1:1:0, , , 27750:3:3:0.926829;18750:1:1:0.00662252;41750:3:4:0.038835;19750:2:2:1
yegB, 1056.3, , , , , , , 31250:1:1:0, 27250:1:1:0, , 37250:1:1:0, 25250:1:4:0;25750:1:1:0, 
yegD, 1058.7, , , , , , , 25750:2:2:1;47750:3:4:0.224138, 17750:1:4:0, , , 12750:1:1:0;12750:1:1:0, 24250:1:1:0
yegE, 2630.7, , , , , , , 43750:3:4:0.416667;32250:1:1:0;52250:1:1:0;32750:3:3:0.492308;49750:1:1:0, , , 33250:1:1:0;35250:3:3:0.62069;52250:3:4:0.192308, 28250:1:1:0;17750:1:1:0, 29750:1:1:0;42750:1:1:0;46250:3:4:0.105882;13250:1:1:0.0104167;46750:3:4:0.107692;37750:3:3:0.861538
yegH, 1307.3, , , , 47250:1:4:0, , , 28750:1:1:0, 12250:1:1:0, , 44250:3:4:0.238095;32750:1:1:0, , 17750:1:1:0;9250:1:1:0.0102041;9250:1:1:0.00757576;30750:3:3:0.923664
yegI, 1513.0, , , 46750:1:1:0, , , , 1750:2:2:1;50750:1:1:0;30750:3:3:0.65625;32750:1:1:0;33750:3:4:0.390244;30250:3:3:0.645161, , 43750:1:1:0;42750:1:1:0, 52750:3:3:0.75;23250:1:1:0, 11750:2:2:1, 6750:1:1:0.0120482;8250:1:1:0;29750:1:1:0.008
yegK, 594.7, , , , , , , 49250:1:1:0.0128205, , 48750:2:2:0.914634, , , 
yegL, 603.0, , , , , , , , , 57750:1:1:0, , 45750:1:1:0, 10250:2:2:1
yegM, 1048.3, , , , , , , 41250:1:1:0, 12750:1:1:0;6250:1:4:0.0512821, 5250:1:1:0, 6250:3:4:0.307692, 43750:1:1:0;30250:2:3:1, 6750:2:2:1;5250:1:1:0
yegN, 2334.7, , , , , 40250:3:4:0.025, , 32250:1:1:0;52250:1:1:0;53750:3:4:0.470588, 22750:2:3:0.966667;13750:2:3:0.961538;20750:1:4:0.05;9750:2:3:0.945946;39250:2:3:0.931034;20250:2:3:0.965517;14250:1:4:0.0434783, , 36250:1:1:0;55250:1:1:0;57250:3:6:0.161765;14250:1:1:0, 23750:1:4:0;27250:1:1:0;19750:1:1:0, 55750:1:1:0;25250:1:1:0;18250:3:3:0.923077;7750:1:1:0.0222222;61750:3:4:0.1125;32750:1:4:0.019802;4750:2:2:1
yegO, 2299.0, , , 29750:1:1:0, 11750:2:2:1, , , 53750:1:1:0;45750:1:1:0, 12250:1:1:0;12250:1:4:0.0384615;15750:2:3:0.891304;3750:1:4:0, , 35750:1:1:0;10250:2:2:1;43250:3:4:0.233333, 55750:1:1:0;10750:1:1:0, 60750:3:4:0.162791;17250:2:2:1;43250:1:1:0;28250:3:4:0.08;41250:1:1:0;29750:3:3:0.920455;5750:1:1:0;23250:1:1:0
yegP, 361.3, , , , 13750:1:1:0, , 32250:1:1:0;21250:3:4:0.448598, , , , , , 
yegQ, 1153.3, , , , , , , 58250:3:6:0.184211, 24750:3:6:0.893617, , 18750:1:1:0, , 9250:1:1:0;16750:1:1:0
yegR, 346.3, , , , , , , , , , , , 11250:2:2:1;15250:1:1:0
yegS, 788.3, , , , , , , , 11750:1:1:0;41250:2:3:0.913043;30750:1:1:0, 38750:1:1:0.0189873, 49750:1:1:0;31250:1:1:0, , 45250:3:4:0.0531915
yegT, 1083.3, , , , , , , 27750:1:1:0, 27250:1:1:0;18250:1:1:0, , , 14750:1:1:0, 43750:1:1:0;16250:1:1:0;21750:1:1:0;17250:2:2:1;31250:1:1:0;8750:1:1:0
yegU, 754.3, , , , , , , 34250:1:1:0;44750:1:1:0, , , 32250:1:1:0, 3250:1:4:0, 
yegV, 725.3, , , , , , , 26250:2:2:1;45250:1:1:0, , , 26250:2:2:0.967033, 15750:1:1:0, 8250:2:2:1;6750:2:2:1
yegW, 595.3, , , , , , , 41250:3:3:0.790323, , , , 8750:1:1:0.0714286, 8250:1:1:0;6750:2:2:1
yegX, 692.3, , , , , , , 35750:3:4:0.45614;57750:3:6:0.253968, , 49250:1:1:0, , , 
yegZ, 606.3, , , , , , , , , , 14750:2:2:1;29750:1:1:0, 8750:1:1:0.011236;13250:1:1:0, 5250:2:2:1
yehE, 226.3, , , , , , , , , , , , 
yehI, 2812.0, , , , , , , 55250:3:3:0.652174;51250:1:1:0, 19750:2:3:0.96;9250:1:4:0;27250:1:1:0;26750:2:3:0.945946, 48250:1:1:0;47250:1:1:0, 38750:3:4:0.208333;45750:3:3:0.736842;57750:3:6:0.171875;58250:3:4:0.172414, 39750:1:1:0;27750:1:1:0;25250:2:3:1;45250:1:1:0;31750:1:1:0, 12250:2:2:1;28750:1:1:0;5750:2:2:1;39250:3:3:0.92029;35250:1:1:0;27750:3:3:0.882812;36250:1:1:0;30750:1:1:0;29250:1:1:0;7250:1:1:0;50750:1:1:0.0106383;40750:3:3:0.918919;8250:1:1:0
yehK, 307.7, , , , , , , , , , , , 
yehL, 926.0, , , , , , , , , , , 14750:1:1:0, 17750:2:2:1;27250:1:1:0
yehM, 1751.3, 48250:1:1:0;23750:3:6:0.126812, , , , , , 45250:1:1:0;31750:1:1:0;37250:3:3:0.58427;34250:3:4:0.319149, 18250:1:1:0;22250:1:1:0, 42750:1:1:0;31750:1:1:0, 57750:1:1:0;51250:1:1:0;45250:1:1:0, 35250:1:1:0, 23750:1:1:0;7250:2:3:0.931624;40250:3:4:0.0869565;35750:1:1:0;18750:1:1:0;23250:1:1:0
yehP, 854.3, , , , , , , 45750:1:1:0;32750:1:1:0, , , , 17250:2:3:1, 3250:1:1:0;30250:1:1:0
yehQ, 1532.3, , , , , , , 35750:3:3:0.634921, , 41250:1:1:0.0659341, 18250:1:1:0;41750:1:1:0, 11750:1:1:0;7750:2:2:1, 27750:1:1:0;49250:3:4:0.0769231;29750:1:1:0;6750:1:1:0;34750:1:1:0;31250:3:4:0.0550459
yehR, 460.0, , , , , , , , , , , , 36250:1:1:0
yehS, 413.0, , , , , , , , 13750:1:4:0, 53750:1:1:0, , , 
yehT, 563.3, , , , , , , 29250:1:1:0;49750:1:1:0, , , , 2750:2:2:1, 45250:3:4:0.0756303;10250:1:1:0
yehU, 1407.7, , , 53250:1:1:0;55750:3:5:0.0714286, , , , 58750:3:6:0.131148;50750:1:1:0;30250:1:1:0, , 50750:1:1:0;51250:1:1:0, 3750:3:4:0.1;56250:1:1:0;43250:3:4:0.268293, 18250:1:1:0;41250:1:1:0;34250:1:1:0, 43750:1:1:0.00961538;14250:1:1:0
yehV, 661.3, , , , , , , 37250:1:1:0, 19750:1:4:0;58750:3:6:0.194444;19250:1:4:0, , 37750:1:1:0;26250:1:1:0, 35250:2:3:1, 6750:1:1:0.00990099
yehW, 565.7, , , , , , , 43750:3:3:0.575342;35750:1:1:0, 19750:2:3:1, , , 10750:1:1:0;19250:1:1:0, 
yehX, 721.0, , , , , , , 39750:1:1:0, 11750:1:1:0;8750:1:4:0;24750:1:1:0, 52750:1:1:0, 50250:1:1:0, , 6250:1:1:0;46250:1:1:0.0108696;31250:1:1:0.01
yehY, 903.3, , , , , , , 26750:3:3:0.603774;53250:1:1:0, 10750:2:3:0.970588, 57250:3:5:0.771429, , 8750:1:1:0, 35250:3:3:0.8625;28250:3:4:0.120482
yehZ, 814.0, 12250:1:1:0, , , 41250:1:1:0, , , 53250:1:1:0;56250:3:4:0.465116;38250:1:1:0;47250:1:1:0, , 31750:1:1:0, 56250:1:1:0;26250:2:2:1, 15250:1:1:0;47250:1:1:0;25250:1:1:0, 7750:1:1:0;34750:1:1:0
yeiA, 961.3, , , , , , , , 22750:1:1:0, , 50250:1:1:0;38750:3:4:0.25, , 29750:1:1:0.00909091;5250:2:2:1
yeiB, 910.3, , , , , , , , 14750:1:4:0.0434783;24250:1:1:0;4250:1:1:0;37750:1:1:0, , 57750:3:4:0.297297;50250:1:1:0, 14250:2:2:1;41250:2:3:1;32750:2:3:1;49750:1:1:0, 2250:1:1:0;2250:1:1:0;30750:1:1:0;2750:1:1:0.011236;29250:1:1:0;28750:1:1:0;29250:1:1:0
yeiC, 826.7, , , , , , , , , , 50750:3:3:0.666667, , 19750:1:1:0.00900901;15250:1:1:0.0102041;30250:1:1:0
yeiE, 781.7, , , , , , , , 22250:1:4:0.0833333, 35250:2:2:1;53250:1:1:0;49750:1:1:0, , 55750:1:1:0;3750:1:1:0, 13750:2:2:1;42750:1:1:0
yeiG, 756.3, , , , , , , 51250:1:1:0, 3250:2:3:0.977778, , 34250:1:1:0;29750:1:1:0, 12250:2:2:1;16250:2:2:0.958333;36250:1:1:0, 1750:1:1:0.0394737;17750:1:1:0;25750:1:1:0
yeiH, 786.7, , , , , , , 26250:2:2:1;51750:1:1:0, 16750:1:1:0, , 53750:1:1:0, 39750:1:1:0;56750:1:1:0, 40750:2:3:0.935065;34750:1:1:0;49750:1:1:0;8750:1:1:0.0106383
yeiI, 834.0, , , , , , , , , , , , 32750:1:1:0;5250:1:1:0
yeiJ, 1089.3, , , , , , , , , , 55750:3:4:0.289474;34750:3:4:0.388889;34750:3:3:0.826087;41750:1:1:0, 20250:1:4:0, 750:3:3:0.920455;22750:1:1:0;20250:2:2:1;10750:1:1:0
yeiL, 583.7, , , , , , , , , , , , 20250:1:1:0
yeiM, 1087.7, , , , , , , 30750:1:1:0, 4750:1:1:0, , 33750:3:4:0.193548, 42750:1:1:0;7750:1:1:0;25750:1:1:0, 
yeiN, 734.7, , , , , , , 42250:1:1:0, , , , , 8250:1:1:0;45250:1:1:0;19750:1:1:0;35250:1:1:0;8250:2:2:1
