clonea	popb	day	locus	n.a. changec	a.a. changed	genee	annotation
D127_2-12	2	127	"1,326,388"	A->G	K548R (AAA->AGA) 	yciQ ->	enhancer of membrane protein expression; putative inner membrane protein
D127_2-12	2	127	"1,346,840"	(T)8->9	coding (45/105 nt)	ymiB ->	uncharacterized protein
D127_2-12	2	127	"1,349,529"	C->T	G193G (GGG->GGA) 	yciW <-	putative oxidoreductase
D127_2-12	2	127	"1,370,044"	(T)9->8	intergenic (+41/-172)	pspE -> / -> ycjM	thiosulfate:cyanide sulfurtransferase (rhodanese)/alpha amylase catalytic domain family protein
D127_2-12	2	127	"1,391,402"	C->T	G151D (GGT->GAT) 	ycjY <-	S9 homolog non-peptidase family protein
D127_2-12	2	127	"1,400,642"	C->T	E378K (GAA->AAA) 	abgT <-	p-aminobenzoyl-glutamate transporter; membrane protein
D127_2-12	2	127	"1,408,454"	A->G	E135E (GAA->GAG) 	ydaN ->	putative Zn(II) transporter
D127_2-12	2	127	"1,408,821"	Del;1 bp	coding (772/984 nt)	ydaN ->	putative Zn(II) transporter
D127_2-12	2	127	"1,422,385"	G->T	V135F (GTT->TTT) 	ydaV ->	Rac prophage; putative DNA replication protein
D127_2-12	2	127	"1,433,253"	C->T	G141D (GGC->GAC) 	pinR <-	Rac prophage; putative site-specific recombinase
D127_2-12	2	127	"1,439,801"	T->C	E328E (GAA->GAG) 	pfo <-	pyruvate-flavodoxin oxidoreductase
D127_2-12	2	127	"1,487,556"	C->T	Q108* (CAG->TAG) 	ydcF ->	"DUF218 superfamily protein, SAM-binding"
D127_2-12	2	127	"1,510,703"	C->T	A234V (GCG->GTG) 	ydcR ->	putative DNA-binding transcriptional regulator/putative amino transferase
D127_2-12	2	127	"1,514,701"	C->T	L291L (CTG->TTG) 	ydcU ->	putative spermidine/putrescine transporter subunit
D127_2-12	2	127	"1,532,762"	T->C	V316A (GTA->GCA) 	ydcC ->	H repeat-associated putative transposase
D127_2-12	2	127	"1,535,433"	A->G	H142H (CAT->CAC) 	yddE <-	PhzC-PhzF family protein
D127_2-12	2	127	"1,539,083"	 +T	coding (3508/3741 nt)	narZ <-	"nitrate reductase 2 (NRZ), alpha subunit"
D127_2-12	2	127	"1,554,490"	Del;1 bp	coding (1180/1698 nt)	maeA <-	"malate dehydrogenase, (decarboxylating, NAD-requiring) (malic enzyme)"
D127_2-12	2	127	"1,615,343"	T->C	V180V (GTT->GTC) 	yneJ ->	putative DNA-binding transcriptional regulator
D127_2-12	2	127	"1,615,772"	C->T	P4S (CCA->TCA) 	yneK ->	uncharacterized protein
D127_2-12	2	127	"1,637,726"	(T)8->7	coding (57/174 nt)	gnsB <-	Qin prophage; multicopy suppressor of secG(Cs) and fabA6(Ts)
D127_2-12	2	127	"1,647,815"	(T)5->6	coding (36/231 nt)	dicC <-	Qin prophage; DNA-binding transcriptional regulator for DicB
D127_2-12	2	127	"1,649,713"	Del;1 bp	coding (105/189 nt)	dicB ->	Qin prophage; cell division inhibition protein
D127_2-12	2	127	"1,661,557"	 +G	coding (1002/2424 nt)	ynfF ->	"S- and N-oxide reductase, A subunit, periplasmic"
D127_2-12	2	127	"1,689,478"	G->A	L301L (TTG->TTA) 	manA ->	mannose-6-phosphate isomerase
D127_2-12	2	127	"1,707,545"	T->C	I209I (ATT->ATC) 	rsxC ->	SoxR iron-sulfur cluster reduction factor component; putative membrane-associated NADH oxidoreductase of electron transport complex
D127_2-12	2	127	"1,723,304"	G->A	S395N (AGC->AAC) 	ydhK ->	putative efflux protein (PET) component of YdhJK efflux pump
D127_2-12	2	127	"1,732,974"	T->C	S1296S (AGT->AGC) 	lhr ->	putative ATP-dependent helicase
D127_2-12	2	127	"1,733,257"	G->A	G1391S (GGT->AGT) 	lhr ->	putative ATP-dependent helicase
D127_2-12	2	127	"1,738,094"	(A)7->8	coding (251/1026 nt)	purR ->	"transcriptional repressor, hypoxanthine-binding"
D127_2-12	2	127	"1,755,590"	T->C	intergenic (-449/-108)	ydhZ <- / -> pykF	uncharacterized protein/pyruvate kinase I
D127_2-12	2	127	"1,758,097"	 +A	coding (629/1005 nt)	ldtE <-	"murein L,D-transpeptidase"
D127_2-12	2	127	"1,778,692"	(T)6->5	coding (610/912 nt)	ydiP <-	putative DNA-binding transcriptional regulator
D127_2-12	2	127	"1,781,746"	G->A	A118T (GCC->ACC) 	ydiS ->	putative oxidoreductase
D127_2-12	2	127	"1,798,802"	C->T	E47E (GAG->GAA) 	pheS <-	"phenylalanine tRNA synthetase, alpha subunit"
D127_2-12	2	127	"1,840,784"	T->C	*207* (TAA->TGA) 	ynjF <-	"inner membrane protein, phosphatidylglycerophosphate synthase homolog"
D127_2-12	2	127	"1,844,927"	(A)8->9	intergenic (-56/+72)	ynjI <- / <- topB	inner membrane protein/DNA topoisomerase III
D127_2-12	2	127	"1,850,936"	Del;1 bp	coding (77/1017 nt)	ansA ->	cytoplasmic L-asparaginase 1
D127_2-12	2	127	"1,851,167"	T->C	F103S (TTC->TCC) 	ansA ->	cytoplasmic L-asparaginase 1
D127_2-12	2	127	"1,856,973"	(T)6->7	coding (797/837 nt)	ydjI <-	putative aldolase
D127_2-12	2	127	"1,862,831"	G->A	A21T (GCT->ACT) 	gapA ->	glyceraldehyde-3-phosphate dehydrogenase A
D127_2-12	2	127	"1,876,289"	Del;1 bp	coding (617/1182 nt)	yeaN ->	putative transporter
D127_2-12	2	127	"1,900,055"	G->A	Q511* (CAA->TAA) 	yoaE <-	putative membrane protein/conserved protein
D127_2-12	2	127	"1,912,757"	C->T	intergenic (-181/+11)	htpX <- / <- prc	putative endopeptidase/carboxy-terminal protease for penicillin-binding protein 3
D127_2-12	2	127	"1,915,471"	Del;1 bp	coding (64/699 nt)	proQ <-	"RNA chaperone, putative ProP translation regulator"
D127_2-12	2	127	"1,942,469"	C->T	A39T (GCT->ACT) 	znuA <-	zinc transporter subunit: periplasmic-binding component of ABC superfamily
D127_2-12	2	127	"1,956,387"	G->A	S207S (AGC->AGT) 	torZ <-	"trimethylamine N-oxide reductase system III, catalytic subunit"
D127_2-12	2	127	"1,968,057"	C->T	A149T (GCG->ACG) 	cheB <-	fused chemotaxis regulator: protein-glutamate methylesterase in two-component regulatory system with CheA
D127_2-12	2	127	"1,970,830"	G->A	A52V (GCA->GTA) 	tap <-	methyl-accepting protein IV
D127_2-12	2	127	"2,016,647"	A->G	T32A (ACC->GCC) 	fliI ->	flagellum-specific ATP synthase
D127_2-12	2	127	"2,035,600"	Del;1 bp	intergenic (+357/-235)	yedS -> / -> hchA	"pseudogene, outer membrane protein homology; putative outer membrane protein/glyoxalase III and Hsp31 molecular chaperone"
D127_2-12	2	127	"2,046,803"	(C)5->4	coding (1866/7077 nt)	yeeJ ->	putative adhesin
D127_2-12	2	127	"2,052,383"	Del;1 bp	pseudogene (946/1053 nt)	yeeL <-	"pseudogene, glycosyltransferase homology"
D127_2-12	2	127	"2,056,100"	T->C	V347A (GTG->GCG) 	amn ->	AMP nucleosidase
D127_2-12	2	127	"2,063,707"	G->A	A254V (GCT->GTT) 	cobT <-	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
D127_2-12	2	127	"2,064,290"	(T)6->5	coding (178/1080 nt)	cobT <-	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
D127_2-12	2	127	"2,077,485"	C->T	intergenic (+5/-84)	cbeA -> / -> cbtA	CP4-44 prophage; cytoskeleton bundling-enhancing factor A; CbtA antitoxin/CP4-44 prophage; toxin of the YeeV-YeeU toxin-antitoxin system
D127_2-12	2	127	"2,081,860"	Del;1 bp	coding (688/1167 nt)	dacD <-	D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 6b)
D127_2-12	2	127	"2,114,474"	C->T	intergenic (-147/+28)	wcaN <- / <- wcaM	putative regulatory subunit for GalU/colanic acid biosynthesis protein
D127_2-12	2	127	"2,135,783"	G->A	H106Y (CAC->TAC) 	wzb <-	colanic acid production protein-tyrosine-phosphatase; Wzc-P dephosphorylase
D127_2-12	2	127	"2,167,343"	Del;1 bp	coding (178/219 nt)	ogrK <-	positive regulator of P2 growth (insertion of P2 ogr gene into the chromosome)
D127_2-12	2	127	"2,189,692"	G->A	H407Y (CAT->TAT) 	yehB <-	putative outer membrane protein
D127_2-12	2	127	"2,201,042"	A->T	D255V (GAT->GTT) 	yehI ->	DUF4132 domain-containing protein
D127_2-12	2	127	"2,227,340"	(C)6->5	pseudogene (1270/1287 nt)	mdtQ <-	pseudogene; putative channel/filament proteins
D127_2-12	2	127	"2,235,648"	G->A	A128A (GCG->GCA) 	preA ->	"dihydropyrimidine dehydrogenase, NADH-dependent, subunit C"
D127_2-12	2	127	"2,281,485"	(C)5->3	coding (854-855/1761 nt)	yejH ->	putative ATP-dependent DNA or RNA helicase
D127_2-12	2	127	"2,295,532"	(A)6->7	coding (55/210 nt)	ccmD <-	cytochrome c biogenesis protein
D127_2-12	2	127	"2,299,446"	A->G	F45L (TTT->CTT) 	napH <-	ferredoxin-type protein essential for electron transfer from ubiquinol to periplasmic nitrate reductase (NapAB)
D127_2-12	2	127	"2,323,396"	Del;1 bp	intergenic (+145/-51)	atoC -> / -> atoD	"fused response regulator of ato operon, in two-component system with AtoS: response regulator/sigma54 interaction protein/acetyl-CoA:acetoacetyl-CoA transferase, alpha subunit"
D127_2-12	2	127	"2,333,701"	C->T	pseudogene (702/4605 nt)	yfaS <-	"pseudogene, bacterial alpha2-macroglobulin YfaS variant family; putative membrane protein"
D127_2-12	2	127	"2,345,400"	G->A	C179Y (TGC->TAC) 	nrdA ->	"ribonucleoside-diphosphate reductase 1, alpha subunit"
D127_2-12	2	127	"2,356,592"	G->A	E358K (GAA->AAA) 	glpC ->	"anaerobic sn-glycerol-3-phosphate dehydrogenase, C subunit, 4Fe-4S iron-sulfur cluster"
D127_2-12	2	127	"2,370,139"	G->A	G41D (GGC->GAC) 	arnD ->	undecaprenyl phosphate-alpha-L-ara4FN deformylase
D127_2-12	2	127	"2,381,759"	C->T	A51V (GCC->GTC) 	rbn ->	"RNase BN, tRNA processing enzyme"
D127_2-12	2	127	"2,393,415"	C->T	L544L (CTG->CTA) 	nuoL <-	"NADH:ubiquinone oxidoreductase, membrane subunit L"
D127_2-12	2	127	"2,412,838"	(G)5->4	coding (295/456 nt)	yfbV <-	UPF0208 family inner membrane protein
D127_2-12	2	127	"2,421,767"	G->A	L20L (TTG->TTA) 	yfcH ->	putative NAD-dependent nucleotide-sugar epimerase
D127_2-12	2	127	"2,425,539"	Del;1 bp	coding (378/687 nt)	hisQ <-	histidine/lysine/arginine/ornithine transporter permease subunit
D127_2-12	2	127	"2,430,203"	C->T	P12P (CCG->CCA) 	purF <-	amidophosphoribosyltransferase
D127_2-12	2	127	"2,436,600"	C->T	G17D (GGC->GAC) 	usg <-	putative semialdehyde dehydrogenase
D127_2-12	2	127	"2,455,757"	(A)7->8	intergenic (-111/+570)	yfcV <- / <- sixA	putative fimbrial-like adhesin protein/phosphohistidine phosphatase
D127_2-12	2	127	"2,463,088"	T->C	V26A (GTT->GCT) 	yfdF ->	uncharacterized protein
D127_2-12	2	127	"2,466,971"	G->A	E143K (GAA->AAA) 	intS ->	CPS-53 (KpLE1) prophage; putative prophage CPS-53 integrase
D127_2-12	2	127	"2,505,088"	C->T	V154I (GTT->ATT) 	ypdE <-	aminopeptidase
D127_2-12	2	127	"2,511,269"	G->A	G90D (GGC->GAC) 	ypeC ->	DUF2502 family putative periplasmic protein
D127_2-12	2	127	"2,539,436"	C->T	V50I (GTC->ATC) 	cysM <-	cysteine synthase B (O-acetylserine sulfhydrolase B)
D127_2-12	2	127	"2,566,256"	Del;1 bp	coding (629/1404 nt)	eutA <-	reactivating factor for ethanolamine ammonia lyase
D127_2-12	2	127	"2,610,405"	G->A	C81Y (TGT->TAT) 	hyfH ->	"hydrogenase 4, Fe-S subunit"
D127_2-12	2	127	"2,614,818"	G->A	intergenic (+36/+2)	focB -> / <- yfgO	putative formate transporter/putative UPF0118 family inner membrane permease
D127_2-12	2	127	"2,632,703"	T->C	K456K (AAA->AAG) 	guaB <-	IMP dehydrogenase
D127_2-12	2	127	"2,640,842"	G->A	T321T (ACC->ACT) 	ispG <-	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase
D127_2-12	2	127	"2,669,490"	(T)5->4	coding (459/1362 nt)	hcaE ->	"3-phenylpropionate dioxygenase, large (alpha) subunit"
D127_2-12	2	127	"2,670,099"	C->T	S356S (AGC->AGT) 	hcaE ->	"3-phenylpropionate dioxygenase, large (alpha) subunit"
D127_2-12	2	127	"2,708,567"	G->A	A63V (GCA->GTA) 	rseB <-	"anti-sigma E factor, binds RseA"
D127_2-12	2	127	"2,754,784"	(A)8->9	intergenic (-20/-112)	ratA <- / -> smpB	toxic UPF0083 family protein inhibitor of 70S ribosome formation/trans-translation protein
D127_2-12	2	127	"2,811,060"	(A)5->6	coding (291/531 nt)	mprA ->	transcriptional repressor of microcin B17 synthesis and multidrug efflux
D127_2-12	2	127	"2,816,021"	C->T	G140D (GGC->GAC) 	gshA <-	glutamate-cysteine ligase
D127_2-12	2	127	"2,827,024"	A->G	P211P (CCA->CCG) 	srlE ->	glucitol/sorbitol-specific enzyme IIB component of PTS
D127_2-12	2	127	"2,857,991"	C->A	T300K (ACG->AAG) 	mutS ->	methyl-directed mismatch repair protein
D127_2-12	2	127	"2,862,980"	G->A	A216T (GCC->ACC) 	ygbK ->	FliA-regulated DUF1537 family protein
D127_2-12	2	127	"2,884,984"	C->T	V746I (GTC->ATC) 	ygcB <-	R-loop helicase-annealase Cas3 needed for Cascade anti-viral activity
D127_2-12	2	127	"2,891,981"	Del;1 bp	intergenic (-83/-233)	cysJ <- / -> queD	"sulfite reductase, alpha subunit, flavoprotein/6-pyruvoyl tetrahydrobiopterin synthase (PTPS)"
D127_2-12	2	127	"2,900,306"	(A)9->10	intergenic (-33/-286)	ygcW <- / -> yqcE	putative dehydrogenase/MFS transporter family protein
D127_2-12	2	127	"2,905,516"	(A)5->4	intergenic (-98/-41)	queE <- / -> yqcG	7-carboxy-7-deazaguanine synthase; queosine biosynthesis/uncharacterized protein
D127_2-12	2	127	"2,919,673"	Del;1 bp	coding (1074/1341 nt)	gudX <-	"glucarate dehydratase-related protein, substrate unknown"
D127_2-12	2	127	"2,928,467"	(A)5->6	coding (239/1290 nt)	sdaC ->	putative serine transporter
D127_2-12	2	127	"2,937,513"	G->A	V26I (GTC->ATC) 	fucK ->	L-fuculokinase
D127_2-12	2	127	"2,941,490"	C->T	A48T (GCG->ACG) 	ygdD <-	UPF0382 family inner membrane protein
D127_2-12	2	127	"2,946,705"	(C)5->4	coding (474/1098 nt)	mltA <-	membrane-bound lytic murein transglycosylase A
D127_2-12	2	127	"2,952,215"	C->A	E83* (GAA->TAA) 	recD <-	"exonuclease V (RecBCD complex), alpha chain"
D127_2-12	2	127	"2,954,064"	C->A	G647V (GGT->GTT) 	recB <-	"exonuclease V (RecBCD complex), beta subunit"
D127_2-12	2	127	"2,965,669"	G->T	S123S (TCC->TCA) 	lgt <-	phosphatidylglycerol-prolipoprotein diacylglyceryl transferase
D127_2-12	2	127	"2,967,293"	C->T	R381H (CGT->CAT) 	ptsP <-	fused PTS enzyme: PEP-protein phosphotransferase (enzyme I)/GAF domain containing protein
D127_2-12	2	127	"2,970,735"	G->A	E106K (GAA->AAA) 	ygdQ ->	UPF0053 family inner membrane protein
D127_2-12	2	127	"2,996,455"	C->T	A275T (GCG->ACG) 	insD1 <-	IS2 transposase TnpB
D127_2-12	2	127	"3,016,459"	G->A	A134T (GCG->ACG) 	ygfK ->	putative Fe-S subunit oxidoreductase subunit
D127_2-12	2	127	"3,019,197"	C->T	H13Y (CAC->TAC) 	ssnA ->	putative chlorohydrolase/aminohydrolase
D127_2-12	2	127	"3,022,539"	T->C	V408V (GTT->GTC) 	xdhD ->	"putative hypoxanthine oxidase, molybdopterin-binding/Fe-S binding"
D127_2-12	2	127	"3,032,045"	G->A	E227K (GAA->AAA) 	uacT ->	uric acid permease
D127_2-12	2	127	"3,040,459"	Del;1 bp	coding (365/408 nt)	cptA <-	toxin of CptAB toxin-antitoxin pair
D127_2-12	2	127	"3,066,052"	C->T	S417S (AGC->AGT) 	scpC ->	propionyl-CoA:succinate CoA transferase
D127_2-12	2	127	"3,147,613"	C->A	pseudogene (79/420 nt)	yghX <-	"pseudogene, dienlactone hydrolase family"
D127_2-12	2	127	"3,156,162"	G->A	G270S (GGC->AGC) 	yqhD ->	"aldehyde reductase, NADPH-dependent"
D127_2-12	2	127	"3,160,514"	G->A	G211G (GGC->GGT) 	ygiQ <-	Radical SAM superfamily protein
D127_2-12	2	127	"3,162,148"	G->A	P174P (CCC->CCT) 	ftsP <-	septal ring component that protects the divisome from stress; multicopy suppressor of ftsI(Ts)
D127_2-12	2	127	"3,204,299"	G->A	S97S (AGC->AGT) 	folB <-	bifunctional dihydroneopterin aldolase/dihydroneopterin triphosphate 2'-epimerase
D127_2-12	2	127	"3,225,763"	C->T	Y14Y (TAC->TAT) 	ebgC ->	"evolved beta-D-galactosidase, beta subunit; cupin superfamily"
D127_2-12	2	127	"3,231,743"	C->T	H27Y (CAC->TAC) 	fadH ->	"2,4-dienoyl-CoA reductase, NADH and FMN-linked"
D127_2-12	2	127	"3,270,217"	G->A	intergenic (+615/+408)	yhaC -> / <- garK	pentapetide repeats-related protein/glycerate kinase I
D127_2-12	2	127	"3,297,224"	G->A	L305L (CTC->CTT) 	yraQ <-	putative inner membrane permease
D127_2-12	2	127	"3,326,592"	A->G	V115A (GTC->GCC) 	ftsH <-	"protease, ATP-dependent zinc-metallo"
D127_2-12	2	127	"3,345,948"	G->A	G411D (GGC->GAC) 	rpoN ->	"RNA polymerase, sigma 54 (sigma N) factor"
D127_2-12	2	127	"3,369,976"	G->A	V125V (GTC->GTT) 	nanK <-	N-acetylmannosamine kinase
D127_2-12	2	127	"3,414,280"	G->A	Q139Q (CAG->CAA) 	acrE ->	cytoplasmic membrane lipoprotein
D127_2-12	2	127	"3,430,557"	T->C	G94G (GGA->GGG) 	aroE <-	"dehydroshikimate reductase, NAD(P)-binding"
D127_2-12	2	127	"3,435,641"	T->C	H145H (CAT->CAC) 	rsmB ->	"16S rRNA m(5)C967 methyltransferase, SAM-dependent"
D127_2-12	2	127	"3,472,261"	G->A	I418I (ATC->ATT) 	fusA <-	"protein chain elongation factor EF-G, GTP-binding"
D127_2-12	2	127	"3,476,615"	(T)6->5	coding (805/813 nt)	fkpA <-	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)
D127_2-12	2	127	"3,478,287"	A->G	Y71H (TAC->CAC) 	slyD <-	FKBP-type peptidyl prolyl cis-trans isomerase (rotamase)
D127_2-12	2	127	"3,479,930"	Del;1 bp	coding (678/1806 nt)	kefB <-	potassium:proton antiporter
D127_2-12	2	127	"3,486,175"	G->A	C19Y (TGC->TAC) 	crp ->	"cAMP-activated global transcription factor, mediator of catabolite repression"
D127_2-12	2	127	"3,517,913"	G->A	L192F (CTT->TTT) 	aroB <-	3-dehydroquinate synthase
D127_2-12	2	127	"3,553,081"	A->G	intergenic (-608/-4)	malP <- / -> malT	maltodextrin phosphorylase/mal regulon transcriptional activator
D127_2-12	2	127	"3,563,208"	C->T	A399V (GCC->GTC) 	glpD ->	"sn-glycerol-3-phosphate dehydrogenase, aerobic, FAD/NAD(P)-binding"
D127_2-12	2	127	"3,566,663"	T->C	A457A (GCA->GCG) 	glgA <-	glycogen synthase
D127_2-12	2	127	"3,569,061"	A->G	F90L (TTC->CTC) 	glgC <-	glucose-1-phosphate adenylyltransferase
D127_2-12	2	127	"3,570,439"	C->A	G294V (GGC->GTC) 	glgX <-	glycogen debranching enzyme
D127_2-12	2	127	"3,576,528"	C->T	M178I (ATG->ATA) 	gntU <-	"gluconate transporter, low affinity GNT 1 system"
D127_2-12	2	127	"3,580,335"	Del;1 bp	coding (471/1038 nt)	yhhX <-	putative oxidoreductase
D127_2-12	2	127	"3,582,341"	(T)5->4	coding (479/1179 nt)	yhhZ ->	putative Hcp1 family polymorphic toxin protein; putative colicin-like DNase/tRNase activity
D127_2-12	2	127	"3,653,526"	C->T	pseudogene (296/483 nt)	yhiS ->	pseudogene
D127_2-12	2	127	"3,653,585"	(A)8->7	pseudogene (355/483 nt)	yhiS ->	pseudogene
D127_2-12	2	127	"3,656,809"	G->T	intergenic (-69/-186)	hdeA <- / -> hdeD	stress response protein acid-resistance protein/acid-resistance membrane protein
D127_2-12	2	127	"3,664,825"	(A)7->6	intergenic (-207/+161)	gadW <- / <- gadX	transcriptional activator of gadA and gadBC; repressor of gadX/acid resistance regulon transcriptional activator; autoactivator
D127_2-12	2	127	"3,687,859"	C->A	A439S (GCG->TCG) 	bcsC <-	cellulose synthase subunit
D127_2-12	2	127	"3,707,775"	(T)6->7	intergenic (-70/+841)	dppA <- / <- proK	dipeptide transporter/tRNA-Pro
D127_2-12	2	127	"3,717,057"	T->C	S171P (TCC->CCC) 	yiaD ->	multicopy suppressor of bamB; outer membrane lipoprotein
D127_2-12	2	127	"3,747,666"	C->T	L195F (CTC->TTC) 	lyxK ->	L-xylulose kinase
D127_2-12	2	127	"3,760,659"	T->C	L197L (CTA->CTG) 	selA <-	selenocysteine synthase
D127_2-12	2	127	"3,770,019"	G->A	pseudogene (72/87 nt)	yibU ->	"pseudogene, H repeat-associated protein"
D127_2-12	2	127	"3,806,534"	T->A	Q178H (CAA->CAT) 	waaG <-	glucosyltransferase I
D127_2-12	2	127	"3,834,428"	(G)6->5	coding (110/2319 nt)	yicI <-	putative alpha-glucosidase
D127_2-12	2	127	"3,840,083"	G->A	intergenic (-90/-132)	nlpA <- / -> yicS	cytoplasmic membrane lipoprotein-28/putative periplasmic protein
D127_2-12	2	127	"3,862,275"	(T)7->8	pseudogene (1329/1617 nt)	glvC <-	"pseudogene, arbutin specific enzyme IIC component of PTS;enzyme; Transport of small molecules: Carbohydrates, organic acids, alcohols; PTS system, arbutin-like IIB component; PTS system, arbutin-like IIC component"
D127_2-12	2	127	"3,865,514"	G->A	L254L (CTG->TTG) 	yidE <-	putative transporter
D127_2-12	2	127	"3,875,289"	G->A	intergenic (-129/-149)	dgoR <- / -> yidX	putative DNA-binding transcriptional regulator/putative lipoprotein
D127_2-12	2	127	"3,876,229"	G->A	P242S (CCT->TCT) 	yidA <-	sugar phosphate phosphatase; substrates include erythrose 4-P and mannose 1-P phosphatase
D127_2-12	2	127	"3,909,891"	T->C	I170V (ATC->GTC) 	pstC <-	phosphate transporter subunit
D127_2-12	2	127	"3,910,604"	T->C	T308A (ACC->GCC) 	pstS <-	"periplasmic phosphate binding protein, high-affinity"
D127_2-12	2	127	"3,934,067"	C->A	A97D (GCC->GAC) 	rbsA ->	fused D-ribose transporter subunits of ABC superfamily: ATP-binding components
D127_2-12	2	127	"3,946,113"	G->A	noncoding (2410/2904 nt)	rrlC ->	23S ribosomal RNA of rrnC operon
D127_2-12	2	127	"3,957,198"	C->T	W208* (TGG->TAG) 	ilvY <-	transcriptional activator of ilvC; autorepressor
D127_2-12	2	127	"3,970,954"	A->G	L274L (TTA->TTG) 	wecB ->	UDP-N-acetyl glucosamine-2-epimerase
D127_2-12	2	127	"3,978,259"	A->G	L245L (CTA->CTG) 	wecF ->	TDP-Fuc4NAc:lipidIIFuc4NAc transferase
D127_2-12	2	127	"3,983,985"	A->G	N343S (AAC->AGC) 	aslB ->	putative AslA-specific sulfatase-maturating enzyme
D127_2-12	2	127	"3,993,521"	C->T	S790L (TCG->TTG) 	cyaA ->	adenylate cyclase
D127_2-12	2	127	"3,993,715"	G->A	intergenic (+16/+24)	cyaA -> / <- cyaY	adenylate cyclase/iron-dependent inhibitor of iron-sulfur cluster formation; frataxin; iron-binding and oxidizing protein
D127_2-12	2	127	"4,002,910"	A->G	F95S (TTT->TCT) 	yigG <-	PRK11371 family inner membrane protein
D127_2-12	2	127	"4,095,871"	G->A	H38Y (CAC->TAC) 	rhaA <-	L-rhamnose isomerase
D127_2-12	2	127	"4,100,248"	Del;1 bp	coding (278/1035 nt)	rhaT <-	L-rhamnose:proton symporter
D127_2-12	2	127	"4,109,928"	(A)7->8	intergenic (+105/-2)	sbp -> / -> cdh	sulfate transporter subunit/CDP-diacylglycerol phosphotidylhydrolase
D127_2-12	2	127	"4,129,292"	G->T	V207V (GTG->GTT) 	metB ->	"cystathionine gamma-synthase, PLP-dependent"
D127_2-12	2	127	"4,143,605"	A->G	N359S (AAT->AGT) 	frwC ->	putative enzyme IIC component of PTS
D127_2-12	2	127	"4,156,459"	C->T	G149G (GGC->GGT) 	argB ->	acetylglutamate kinase
D127_2-12	2	127	"4,179,055"	A->G	V59V (GTA->GTG) 	rplA ->	50S ribosomal subunit protein L1
D127_2-12	2	127	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D127_2-12	2	127	"4,185,296"	C->T	intergenic (+23/-54)	rpoB -> / -> rpoC	"RNA polymerase, beta subunit/RNA polymerase, beta prime subunit"
D127_2-12	2	127	"4,290,738"	A->G	Y88C (TAC->TGC) 	nrfD ->	"formate-dependent nitrite reductase, membrane subunit"
D127_2-12	2	127	"4,292,274"	(T)6->7	coding (763/1659 nt)	nrfE ->	"heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfE"
D127_2-12	2	127	"4,297,122"	(T)7->8	coding (4/690 nt)	yjcO <-	Sel1 family TPR-like repeat protein
D127_2-12	2	127	"4,349,837"	A->G	D66D (GAT->GAC) 	dcuR <-	response regulator in two-component regulatory system with DcuS
D127_2-12	2	127	"4,421,819"	G->A	V38M (GTG->ATG) 	ulaC ->	L-ascorbate-specific enzyme IIA component of PTS
D127_2-12	2	127	"4,429,748"	T->A	intergenic (+193/-116)	fklB -> / -> cycA	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)/D-alanine/D-serine/glycine transporter
D127_2-12	2	127	"4,453,651"	G->A	L23L (CTG->CTA) 	yjfF ->	inner membrane putative ABC superfamily sugar transporter permease
D127_2-12	2	127	"4,473,082"	C->T	G43E (GGA->GAA) 	yjgH <-	UPF0131 family protein
D127_2-12	2	127	"4,485,722"	C->T	G77D (GGT->GAT) 	pepA <-	"multifunctional aminopeptidase A: a cyteinylglycinase, transcription regulator and site-specific recombination factor"
D127_2-12	2	127	"4,498,193"	(C)5->4	intergenic (+253/-79)	intB -> / -> insC1	"pseudogene, integrase homology;IS, phage, Tn; Phage-related functions and prophages; KpLE2 phage-like element; P4-like integrase/IS2 repressor TnpA"
D127_2-12	2	127	"4,512,186"	G->A	R77C (CGC->TGC) 	fecD <-	iron-dicitrate transporter subunit
D127_2-12	2	127	"4,529,413"	G->A	F277F (TTC->TTT) 	sgcC <-	putative PTS system EIIC permease component
D127_2-12	2	127	"4,542,830"	G->T	intergenic (+197/-285)	fimE -> / -> fimA	tyrosine recombinase/inversion of on/off regulator of fimA/major type 1 subunit fimbrin (pilin)
D127_2-12	2	127	"4,584,823"	G->A	L647L (CTG->TTG) 	hsdR <-	endonuclease R Type I restriction enzyme
D127_2-12	2	127	"4,589,967"	Del;1 bp	coding (1313/2151 nt)	yjiY <-	putative transporter
D127_2-12	2	127	"4,599,251"	A->G	L64S (TTA->TCA) 	opgB <-	phosphoglycerol transferases I and II
D127_2-12	2	127	"4,626,138"	G->T	R76L (CGT->CTT) 	radA ->	DNA repair protein
D127_2-13	2	127	"14,076"	(A)6->5	coding (1914/1917 nt)	dnaK ->	"chaperone Hsp70, with co-chaperone DnaJ"
D127_2-13	2	127	"22,409"	A->G	T7A (ACC->GCC) 	ileS ->	isoleucyl-tRNA synthetase
