"ECB_00737"	"ECB_01992"	"ECB_02012"	"ECB_02013"	"ECB_02797"	"ECB_02816"	"ECB_02852"	"ECB_03710"	"ECB_03722"	"acpP"	"acs"	"appC"	"appY"	"arcA"	"blr"	"cirA"	"cls"	"cpsG"	"cpxR"	"cusR"	"cycA"	"degS"	"envZ"	"fabF"	"flgB"	"flu"	"galF"	"glpF"	"glpR"	"gltA"	"gmhB"	"hokB"	"hokD"	"hpaX"	"hsdS"	"hslU"	"hupB"	"hyfA"	"iap"	"iclR"	"ilvL"	"infB"	"infC"	"lacZ"	"lon"	"lrp"	"malT"	"manY"	"menC"	"metH"	"metJ"	"metR"	"mntH"	"mokC"	"mqo"	"mreB"	"mreC"	"mtlD"	"nadR"	"narZ"	"nudC"	"oppD"	"pbpC"	"pflB"	"phoH"	"phoR"	"plsB"	"prlA"	"proX"	"pykA"	"pykF"	"rbsA"	"rbsB"	"rbsD"	"rbsR"	"recF"	"recO"	"rfbB"	"rnb"	"rne"	"rpiR"	"rplF"	"rpsA"	"rpsC"	"sapA"	"sapF"	"speG"	"spoT"	"thiI"	"thrA"	"trkH"	"wzy"	"ybaE"	"ybaL"	"ybbN"	"ybcU"	"ybeA"	"ybeB"	"ybeM"	"ybhP"	"ycbB"	"ycdM"	"yceK"	"ycfC"	"ydhK"	"ydiQ"	"yebY"	"yecE"	"yeeF"	"yeeI"	"yeeR"	"yeeU"	"yegO"	"yfaQ"	"yfcTU"	"yggM"	"yghS"	"ygjD"	"ygjG"	"yhdG"	"yhdJ"	"yicL"	"yieO"	"yihP"	"yjcE"	"yjeB"	"yjgM"	"yjgN"	"yjiX"	"yjjY"	"ylcG"	"yliE"	"yoaE"	"yqeB"	"yqhH"	"yrbA"	"zntA"
"yjgN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.172907444401854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-0.00835935142394509	0	0	0	0	0	0	0
"yjiX"	0	0	0	0.245796192275135	0	0	0	0	0	0	0	0	0	0	0.0509077902440683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040337556325909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-0.0559895312175688	0	0	0	0	0	0
"yjjY"	0	0.0583075330404924	0	0.000863813644002193	-0.00346291464108649	0.11029041607351	0	0	0.198146291442004	-0.0219947981312531	0.107335771507291	-0.0010620590568912	0.184237960602129	-0.160878346715372	0	0	0	0.213822901209722	-0.00803156250771416	0	0	0.176068187241984	0	0	-0.0353411282114274	0	0	0	0.159930462796183	0	0	-0.0256997763107326	-0.140708243089085	0	0	0	-0.0166556848754021	0	0	0	-0.245643741636798	0.135717042034985	0.14439386629089	0	-2.54068903527966e-05	-0.0248317875161988	-0.0897906441184369	0	0	-0.137318498475539	0	0.181653319808068	0.171113488209763	0	0.165716079227874	0	0	0	0	0	0.189886090892966	0	0.161284484438144	0	0	0.171738817051116	0	0	0	0	0	-0.00516781842539176	0.184401290852093	0	0	0	0	0	-0.000549080694137634	0	0	0	-0.00141369887014704	0	0	0.18858428436822	-0.0248300890193369	0	0.168106677278437	0.136730521799254	0	-0.00950368495179757	0.16494442652977	0	0	0	0	-0.0159800538279616	0	0.185409662854414	0	0	0.222973729676223	0	0	-0.0136415241940685	-0.022609347429794	0	0	0	0	0	0	0	0	0	0	0	0.144608302954353	0	-0.0117585190814005	0	0	0	0.166111240069437	-0.00489759787468911	0	-0.00835935142394509	0	1	0	0	0	-0.00078474917653026	-0.0359003693187807	-0.0197964198529454	0
"ylcG"	0	0	0.180651401667221	0	0	0.129199064748052	-0.0217298657396235	0	0	0	0.125413611418892	0	0	0.0962312233625224	-0.0573458142289112	0	0	0	0	0.193478986990318	0	0	0.176748964956468	-0.209385702451374	0	0	-0.160155803345279	0	0	0.175126921403283	0	-0.00324025510612305	0.00160696331400234	0.174564661360603	-0.206541581685948	0	0	-0.027196064558725	0.180344420195146	0	0.00371598544687073	0	0.170915781764211	0	0	0	0.069892221757346	0.191315375617338	0.146309142084675	0.0842435206495665	-0.039283579251718	0	0	0.123239683213881	0	-0.0656990576493734	0.18006387120888	-0.00778903465123477	0.0604485012139064	0.157537579191983	0	0.185665968239231	0	0	0	0	0	0.176124087355152	0	0	0	0	0	-0.175996809422431	-0.018134078828608	0	0.196066477340442	0.178628534338298	0	0	0	-0.17567043843996	0	-0.166695535350939	0	0	0	0.103789267981796	0	0	-0.155094817882273	0	0	0	0	0.217133967083137	-0.038638135598696	-0.0225511715562254	-0.0264300751479574	0	0	-0.00767084320794455	0	0	0	0	0	0	0.173755232694595	0	0	0	0	0	0	0.181055189717614	0	0.181202410533366	0	0	0	0.185731845411947	0.128588376416547	0	0	0	0	0	-0.0559895312175688	0	1	0	0	0	0	0	0
"yliE"	0	0	0	0.172056879224349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"yoaE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126041400454907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"yqeB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17345380393987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00078474917653026	0	0	0	1	0	0	0
"yqhH"	0	0	0	0	0	0	0	0	0	0.0328489109923468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0320077802554208	0.205596810860785	0	0	0	0.0244710115983558	0	0	0	-0.0380105723481867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0347669878105006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0359003693187807	0	0	0	0	1	0.0281900324286416	0
"yrbA"	0	0	0	0	0	0	0	0	0	0.000130215911775914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.207116725498883	0	0	0	0	0	0	0	-0.0132675846758951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00295661772593653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0197964198529454	0	0	0	0	0.0281900324286416	1	0
"zntA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122626262540609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
